iter	RMSE
139	0.04053584024
140	0.04047458812
141	0.04040712727
142	0.0403191388
143	0.04026319024
144	0.04016647918
145	0.04008374074
146	0.04004684568
147	0.0399893963
148	0.03992511687
149	0.0398843905
150	0.03983867287
151	0.03978785944
152	0.03973503529
153	0.03968171914
154	0.03964129375
155	0.03955573342
156	0.03947039493
157	0.03936792196
158	0.03929359939
159	0.03926311069
160	0.0392220099
161	0.03917607509
162	0.03912388459
163	0.03905879971
164	0.03900377984
165	0.03895237006
166	0.038918364
167	0.03887031765
168	0.03880621297
169	0.03876581091
170	0.03867708431
171	0.03861137977
172	0.03857598289
173	0.03850081802
174	0.03845246768
175	0.03840613602
176	0.03837378235
177	0.0383385126
178	0.03828432602
179	0.03825875115
180	0.03822353329
181	0.03816973527
182	0.0381286254
183	0.03810166208
184	0.03803523683
185	0.03800468377
186	0.0379461159
187	0.0379130261
188	0.03787572172
189	0.03783885616
190	0.03781023155
191	0.0377772705
192	0.03775553525
193	0.03771621447
194	0.03768401211
195	0.03764945466
196	0.0376074622
197	0.03755210332
198	0.03752306253
199	0.03748478371
200	0.03742288047
201	0.03738789113
202	0.03734732306
203	0.0373155558
204	0.03725756459
205	0.03721925491
206	0.0371788981
207	0.03710670052
208	0.03707260602
209	0.03704453386
210	0.03702581068
211	0.03697893085
212	0.03693982732
213	0.0368847382
214	0.03685212314
215	0.03681344599
216	0.0367667122
217	0.03672563259
218	0.03668820338
219	0.03666495213
220	0.03660897876
221	0.03656697023
222	0.03654893881
223	0.03649798618
224	0.0364649204
225	0.03643647664
226	0.03640743953
227	0.03638870151
228	0.03636433219
229	0.03632674825
230	0.03630253559
231	0.03627699913
232	0.03625183461
233	0.036219837
234	0.03619088485
235	0.03616179427
236	0.03613631254
237	0.03610691298
238	0.03607744351
239	0.0360541466
240	0.03600908774
241	0.03598169137
242	0.03595624329
243	0.03591958415
244	0.03589181482
245	0.03586747816
246	0.03583977088
247	0.03578870557
248	0.03575170274
249	0.03568903719
250	0.03567172553
251	0.03565524515
252	0.0356209392
253	0.03560356676
254	0.0355782501
255	0.03554192217
256	0.03551698513
257	0.03549848259
258	0.03547071414
259	0.03543781643
260	0.03541409496
261	0.03538381901
262	0.03536193032
263	0.03533615205
264	0.03530300278
265	0.03524922704
266	0.03521303453
267	0.03519300574
268	0.03516334043
269	0.03512940288
270	0.03511347814
271	0.03509448435
272	0.03507229791
273	0.03504371722
274	0.03502131959
275	0.03499826057
276	0.03495531455
277	0.03492812189
278	0.03489783946
279	0.0348588467
280	0.03483641559
281	0.03481175682
282	0.03479418705
283	0.03476782574
284	0.03474762674
285	0.03473065659
286	0.0347119028
287	0.0346810818
288	0.03464402903
289	0.03461377546
290	0.0345985461
291	0.03457498211
292	0.0345333505
293	0.03450194555
294	0.03447723011
295	0.03445758162
296	0.03442788524
297	0.03438281944
298	0.03435417067
299	0.03432609595
300	0.03431402682
301	0.03427291319
302	0.03422979484
303	0.03419964822
304	0.0341605007
305	0.03413198185
306	0.0340915769
307	0.03405998408
308	0.03403929763
309	0.03399964889
310	0.03397679926
311	0.0339465129
312	0.03392143778
313	0.0339007359
314	0.03387660589
315	0.03386053155
316	0.03384044181
317	0.03381097816
318	0.03377098273
319	0.03375883524
320	0.03372517203
321	0.03370487421
322	0.03368899788
323	0.03365974583
324	0.03362699057
325	0.0336069191
326	0.03356496445
327	0.03354269071
328	0.03352374897
329	0.03351030041
330	0.03348556359
331	0.0334666388
332	0.03343676637
333	0.03342020601
334	0.03339715902
335	0.03336581567
336	0.03334015592
337	0.03332266551
338	0.03330675944
339	0.03329293294
340	0.03327393253
341	0.03324576088
342	0.03322372102
343	0.03317965411
344	0.03316036013
345	0.03313209097
346	0.03310533494
347	0.03308430351
348	0.03306712943
349	0.03303123883
350	0.0330165688
351	0.03298736716
352	0.03295245955
353	0.03292916787
354	0.03288972674
355	0.03286856267
356	0.03283628252
357	0.03280733442
358	0.03277575098
359	0.03275374445
360	0.03273583042
361	0.0327074251
362	0.0326833684
363	0.03265926352
364	0.03263296392
365	0.03261368462
366	0.03259974184
367	0.03257608912
368	0.03255367981
369	0.03253749659
370	0.03252366635
371	0.03249746217
372	0.03247127171
373	0.03245957322
374	0.03244027785
375	0.03242035879
376	0.03240095189
377	0.03237407958
378	0.03234932709
379	0.03233069664
380	0.03230331679
381	0.03228704271
382	0.03226756961
383	0.03224109849
384	0.03221359596
385	0.03218865527
386	0.03216888708
387	0.03214654376
388	0.03212854197
389	0.03210854799
390	0.03208418346
391	0.03207260801
392	0.03205266631
393	0.0320362962
394	0.03202371384
395	0.03200956845
396	0.03197882181
397	0.03196520498
398	0.03194741901
399	0.03193030456
400	0.03191561427
401	0.03189398941
402	0.03187956638
403	0.03186377684
404	0.03184044676
405	0.0318267679
406	0.03180730803
407	0.0317886869
408	0.03177852988
409	0.03176034469
410	0.03173613246
411	0.03172091813
412	0.0316989372
413	0.03168623679
414	0.03166592051
415	0.03164326131
416	0.0316244149
417	0.03159902837
418	0.03158780973
419	0.03156597415
420	0.03154329811
421	0.03151612349
422	0.03150021274
423	0.03148234949
424	0.03146678021
425	0.03144601905
426	0.03142635958
427	0.03140594448
428	0.03139046157
429	0.03137057155
430	0.03135114552
431	0.03133130801
432	0.03130037305
433	0.0312875937
434	0.03127908638
435	0.03126105793
436	0.0312453066
437	0.03122813939
438	0.0311948016
439	0.03117642798
440	0.03114773137
441	0.03112782296
442	0.03111322974
443	0.03108412926
444	0.0310650044
445	0.03105290202
446	0.03103576671
447	0.03101877682
448	0.0310011071
449	0.03098680342
450	0.03095922581
451	0.03094090321
452	0.03093152408
453	0.0309117108
454	0.03090174561
455	0.03089123012
456	0.03088007966
457	0.0308646398
458	0.03084807541
459	0.03082954783
460	0.03080855241
461	0.03079451539
462	0.0307788788
463	0.03075427739
464	0.03073571255
465	0.03072666858
466	0.03070813824
467	0.03069620981
468	0.03067516735
469	0.0306604107
470	0.03064453764
471	0.03063352499
472	0.03061757763
473	0.03059449953
474	0.03058413987
475	0.03057082589
476	0.03055383079
477	0.03054361426
478	0.03052461815
479	0.03050895041
480	0.03049263995
481	0.03047712631
482	0.03046224274
483	0.03045155093
484	0.0304252429
485	0.03040579035
486	0.03039024118
487	0.03037096687
488	0.03035810891
489	0.03034684313
490	0.0303308817
491	0.03031986095
492	0.0303032204
493	0.03028560883
494	0.03027100809
495	0.03025484546
496	0.03023732081
497	0.03021748582
498	0.0301966828
499	0.03018220873
500	0.03016862114
501	0.03014848906
502	0.03012878996
503	0.03012023623
504	0.030106493
505	0.03009116492
506	0.03007847408
507	0.03006218966
508	0.03004694197
509	0.03002882328
510	0.03001116247
511	0.02999481437
512	0.02998616784
513	0.02997242328
514	0.02994868583
515	0.02992597692
516	0.02991040648
517	0.02989083833
518	0.02987331548
519	0.02985885986
520	0.02984318745
521	0.02983275398
522	0.02982054124
523	0.02980554016
524	0.02978840571
525	0.02977354411
526	0.0297572673
527	0.02974185291
528	0.02973122745
529	0.02971990769
530	0.02970151407
531	0.02969309303
532	0.02968046641
533	0.02966100066
534	0.0296417566
535	0.0296255371
536	0.02960690371
537	0.02959793112
538	0.0295835755
539	0.02957276259
540	0.0295632755
541	0.02954553965
542	0.02953016763
543	0.0295201005
544	0.02950847405
545	0.02949178922
546	0.02948036927
547	0.02947207931
548	0.02945540412
549	0.02943839967
550	0.02942639512
551	0.02941911612
552	0.02940279196
553	0.02939213582
554	0.02938348464
555	0.0293731274
556	0.02936038554
557	0.02934700106
558	0.02933395915
559	0.02932014117
560	0.0293125825
561	0.02930213288
562	0.02928930522
563	0.02927667646
564	0.02927211818
565	0.02925701804
566	0.02924472373
567	0.02923285457
568	0.02921686574
569	0.02920271121
570	0.02919428646
571	0.02917953071
572	0.02917154522
573	0.02915988739
574	0.02914508659
575	0.02913101506
576	0.02912273227
577	0.02911254002
578	0.02909989436
579	0.02908704632
580	0.02907770029
581	0.02906838323
582	0.02905609253
583	0.02904675057
584	0.02904240928
585	0.02902642713
586	0.0290156818
587	0.02900653774
588	0.02899584968
589	0.0289891014
590	0.02898002739
591	0.02897153603
592	0.02895940771
593	0.02894877588
594	0.02894277679
595	0.02892965716
596	0.02891967275
597	0.02890609564
598	0.02889574291
599	0.02888353404
600	0.02886715639
601	0.02885459669
602	0.02883641488
603	0.02882415285
604	0.02880690409
605	0.02879972918
606	0.02879278258
607	0.02878080809
608	0.0287656109
609	0.02875810476
610	0.02874431575
611	0.02873298613
612	0.02871935517
613	0.02870630212
614	0.02869296856
615	0.0286838813
616	0.02867368984
617	0.02866335551
618	0.02865582448
619	0.02864577469
620	0.02863764915
621	0.02862890913
622	0.02861274802
623	0.02860242321
624	0.02859518212
625	0.02858662011
626	0.02857809717
627	0.02856331545
628	0.02855253781
629	0.02854306954
630	0.02853567691
631	0.02852334337
632	0.02851381471
633	0.02850280627
634	0.02849369949
635	0.02848591228
636	0.02847573482
637	0.02846660282
638	0.02845858824
639	0.02844482519
640	0.02843221627
641	0.0284211168
642	0.02840542016
643	0.02839849806
644	0.02839157945
645	0.02838279545
646	0.02837131861
647	0.02836523971
648	0.02835599548
649	0.02834347221
650	0.0283347208
651	0.02832729163
652	0.02832225043
653	0.02831020297
654	0.02829951568
655	0.02828672098
656	0.02828087006
657	0.02826867508
658	0.02825791692
659	0.02824489618
660	0.02823273876
661	0.0282203915
662	0.02821170515
663	0.02820257836
664	0.02819145853
665	0.02818252677
666	0.0281729912
667	0.02816145068
668	0.02815255005
669	0.02814738099
670	0.02813565379
671	0.02812788976
672	0.02811619221
673	0.02811065246
674	0.0280998972
675	0.02809060806
676	0.02807861007
677	0.02807316758
678	0.02806111292
679	0.02805582012
680	0.02804353747
681	0.02803597538
682	0.02803030782
683	0.02801330377
684	0.02800334117
685	0.02799448302
686	0.0279859733
687	0.0279753836
688	0.0279685834
689	0.02796157809
690	0.02794989154
691	0.02794099422
692	0.02792730878
693	0.02791717845
694	0.02790814936
695	0.02789966861
696	0.02788662505
697	0.02787775067
698	0.02786962191
699	0.02786254302
700	0.02785472085
701	0.02784671821
702	0.02783745346
703	0.02782969136
704	0.02782200901
705	0.02781221328
706	0.02780190713
707	0.02779303721
708	0.02778651359
709	0.02777526028
710	0.02776522279
711	0.02775599082
712	0.02774536979
713	0.02773857968
714	0.02773202078
715	0.02772597819
716	0.02771833401
717	0.02770398531
718	0.02769644751
719	0.02768829971
720	0.02768040982
721	0.02766917922
722	0.02765836501
723	0.02765076152
724	0.02763941575
725	0.02763183195
726	0.02762108983
727	0.0276094888
728	0.02759797365
729	0.02759065839
730	0.0275770122
731	0.02756616408
732	0.02755566468
733	0.02754646651
734	0.02753468241
735	0.02752039911
736	0.02751057603
737	0.027500663
738	0.02749280353
739	0.02748042374
740	0.02747329924
741	0.02746112041
742	0.0274513873
743	0.02744131779
744	0.02743350856
745	0.02742771646
746	0.027414534
747	0.02740967933
748	0.02740317873
749	0.02739232601
750	0.02738412325
751	0.02737321655
752	0.02736573343
753	0.0273593921
754	0.02735169625
755	0.02734483508
756	0.02733659955
757	0.02733006409
758	0.02731876124
759	0.02730702021
760	0.02729502572
761	0.02728688938
762	0.02727515598
763	0.02726549631
764	0.02725715621
765	0.02724771376
766	0.02724170243
767	0.02723271734
768	0.02722534689
769	0.02721960234
770	0.02720957325
771	0.02720272165
772	0.02719556021
773	0.02718766552
774	0.02717974474
775	0.02716843889
776	0.02716344842
777	0.02715560916
778	0.02714652225
779	0.02713415695
780	0.02712523989
781	0.02711843976
782	0.02711212392
783	0.02710090858
784	0.02709337885
785	0.02708801938
786	0.02707681928
787	0.02706614256
788	0.02705447709
789	0.02704563694
790	0.02703968397
791	0.02703591588
792	0.02702807781
793	0.02701935385
794	0.02701077164
795	0.02700422426
796	0.02699788985
797	0.02699084081
798	0.02698276591
799	0.02697754155
800	0.02697164452
801	0.02696483318
802	0.02695906381
803	0.02695227867
804	0.02694469282
805	0.02693352713
806	0.02692631064
807	0.02691785953
808	0.02690696106
809	0.02689273337
810	0.02688429343
811	0.02687927295
812	0.02687013359
813	0.02685864375
814	0.02684581083
815	0.02683670753
816	0.02682961855
817	0.02681637338
818	0.026808729
819	0.02680281255
820	0.02679629925
821	0.02678887602
822	0.02678270933
823	0.02677648561
824	0.02677077665
825	0.02676178037
826	0.02675683023
827	0.02674593347
828	0.02673691586
829	0.02673172455
830	0.02672137115
831	0.02671435712
832	0.02670998469
833	0.02669971776
834	0.02668886707
835	0.02668000414
836	0.0266706618
837	0.02666394077
838	0.02665498279
839	0.02664477815
840	0.02663764017
841	0.02662999328
842	0.02662329294
843	0.0266140176
844	0.02660789178
845	0.02659978036
846	0.02659393046
847	0.02658824017
848	0.02658042079
849	0.02657118662
850	0.02656336206
851	0.02655560054
852	0.02654781718
853	0.0265390398
854	0.02653118371
855	0.02652438764
856	0.02651689624
857	0.02651333674
858	0.02650822261
859	0.02650037464
860	0.02649281089
861	0.02648731222
862	0.02648250275
863	0.02647546063
864	0.02646289109
865	0.02645387416
866	0.026443408
867	0.02643884828
868	0.02643075045
869	0.02642635366
870	0.02642144597
871	0.02641043489
872	0.02640373051
873	0.02639610897
874	0.02638805088
875	0.0263790561
876	0.02637313709
877	0.02636650609
878	0.02636022335
879	0.02635388219
880	0.02634512282
881	0.02633742668
882	0.02632909679
883	0.02632160971
884	0.02631397669
885	0.02630394764
886	0.026297461
887	0.02629188245
888	0.02628485099
889	0.02627928609
890	0.02627097878
891	0.02626367981
892	0.02625852545
893	0.02625354721
894	0.02624439452
895	0.02623716004
896	0.02623091361
897	0.02622419001
898	0.02621753576
899	0.02620846952
900	0.02620305903
901	0.02619833462
902	0.02619125593
903	0.02618185179
904	0.02617740589
905	0.02616703398
906	0.02616080661
907	0.02615608436
908	0.0261520623
909	0.0261454401
910	0.02613893563
911	0.02613563486
912	0.02613080677
913	0.02612750486
914	0.0261206438
915	0.02611370216
916	0.02610646481
917	0.02609917063
918	0.02609525621
919	0.02608859117
920	0.02608163022
921	0.02607370292
922	0.02606492483
923	0.02605859602
924	0.02604459585
925	0.02603910254
926	0.02603379226
927	0.02602742541
928	0.02602053945
929	0.02601465002
930	0.02601017521
931	0.02600163896
932	0.02599733355
933	0.02598890612
934	0.02598419379
935	0.02597948077
936	0.02596980971
937	0.02596513884
938	0.02595750775
939	0.02595116527
940	0.0259444511
941	0.02593692769
942	0.02592901014
943	0.02592250165
944	0.02591586398
945	0.02590729775
946	0.02589916685
947	0.0258935721
948	0.02588790404
949	0.02588195952
950	0.02587807815
951	0.02587183042
952	0.02586648087
953	0.02586128585
954	0.0258535947
955	0.02584662704
956	0.02584243828
957	0.02583580888
958	0.02582947596
959	0.02582341804
960	0.02581811454
961	0.02581453294
962	0.02580715121
963	0.02579953659
964	0.02579211349
965	0.02578245085
966	0.02577606258
967	0.02576562473
968	0.02576093213
969	0.02575371118
970	0.02574777393
971	0.02574367061
972	0.02573617774
973	0.02573041678
974	0.02572433802
975	0.02571963281
976	0.02571467039
977	0.02570781049
978	0.0257020318
979	0.02569863451
980	0.02569147575
981	0.02568720499
982	0.0256835328
983	0.02567805158
984	0.02566705465
985	0.02566156849
986	0.02565484123
987	0.02564873941
988	0.0256424263
989	0.02563565719
990	0.02562908877
991	0.0256231127
992	0.02561596469
993	0.02561034309
994	0.02560256575
995	0.02559753216
996	0.02559425377
997	0.02558907218
998	0.0255838599
999	0.02557453956
